"","word","year"
"189","Strategic Partnership in actions we are grateful to the United States for providing substantial financial support of 1 billion and 3 billion available for projects in Ukraine Thank you for the quick decision and concrete results after our conversation ",2022
"190","Thank you and thank you for your timely decision to provide additional half a billion dollar package of financial assistance to We are much stronger together ",2022
"191","Had an hour long phone conversation with Talked about security economy existing risks sanctions and Russian aggression Details shortly ",2022
"192","Discussed with sanctions amp counteraction to security challenges Touched upon recent international talks amp intensification of the peace process within N4 Committed to the diplomatic settlement of the conflict Grateful to the for macro financial support to ",2022
"193","Essential conversation with my friend on diplomatic efforts of our allies on de escalation Welcome s decision to strengthen with substantial financial package Another powerful signal of  amp standing together ",2022
"194","Continued dialogue with Thanked for his visit to Talked about the security situation amp ways to intensify the peace process within N4 the TCG activities Discussed latest international talks Appreciate Macron s personal involvement in de escalation process ",2022
"195","Discussed the peace process and the security situation with the current Head Minister of Foreign Affairs today in Kharkiv Look forward to intensifying the TCG work and full unhindered implementation of the mandate to guarantee peace in Donbas https t co 78Ew98LOcz",2022
"196","During a phone conversation with my friend we discussed current diplomatic efforts on de escalation The agreement on transport permits was positively noted I am grateful to friendly Poland for its stable support to Ukraine on the path of European integration ",2022
"197","Discussed with the diplomatic measures taken by and in response to threats from Russia Grateful for the position of Allies on the need for de escalation Ukraine s participation in the NATO Summit in June in Madrid was also touched upon ",2022
"198","During a phone conversation with congratulated her on the recent election as President of the European Parliament Thanked for the constant support to by in present security conditions We continue cooperation to fulfill s European aspirations https t co G4md67uKan",2022
"199","Welcome to Ukraine This is the first visit of the President of France to our country in 24 years I m convinced it will be fruitful for our states as and are interested in deepening cooperation in the security sphere and strengthening economic cooperation https t co aV35oT0m24",2022
"200","Had a phone conversation with Discussed current situation around amp its de escalation within all existing formats We re making diplomatic efforts to restore peace and continue practical cooperation in all areas Grateful to for the continued support to ",2022
"201","Continued dialogue with on countering security challenges and stepping up the peace process within the Normandy format Agreed on further joint steps to maintain Ukraine s stability and enhance financial and economic cooperation https t co IFSNccIQUm",2022
"202"," is our important partner within the EU and the Alliance one of the key trading partners in Europe and the second largest investor in the Ukrainian economy New pages of success have emerged in the and partnership today ",2022
"203","Many thanks to and the British people for their support and aid With your help Ukraine will withstand https t co v0LNVIuunI",2022
"204","Our friends will always be welcome Especially those willing to help in difficult times like Thank you for a fruitful cooperation support amp assistance to our defense capabilities We look forward to further developing cooperation for security and peace in Europe https t co oiwLuy6CSV",2022
"205","Told that it was his active position that made the N4 advisers meeting possible The 1st document since 2019 appeared Agreed to keep the pace As long as conditions are conducive we must meet amp talk The ongoing negotiations reduce the chance of escalation https t co AR7AMYCaU4",2022
"206","Grateful to and the global business community for supporting Innovative businessmen best understand the key vectors of human development Hence their call to unite and defend s sovereignty in particular by imposing sanctions on the aggressor is crucial ",2022
"207","Had a long phone conversation with Discussed recent diplomatic efforts on de escalation and agreed on joint actions for the future Thanked President for the ongoing military assistance Possibilities for financial support to Ukraine were also discussed https t co pAsQLYAuig",2022
"208","Canada joins the countries supporting s defence 
Grateful to amp my friend for a timely decision 
Appreciate extension amp expansion of Unifier as well as a provision of non lethal equipment intelligence sharing and support to defend against the cyber attacks ",2022
"209","Grateful to for a timely EU decision to grant 1 2 bln macro financial assistance to Ukraine Strong Ukraine is key for European security The EU once again demonstrates its firm support for Ukraine ",2022
"210","Thank you for the unprecedented diplomatic and military assistance for https t co GfxDqdl1q8",2022
"211","Welcome Canada s decision to grant 120 mln to support Ukraine Strong Ukraine is the key to European security Canada demonstrates once again the real devotion to the spirit of special partnership between our two countries
 JustinTrudeau ",2022
"212","Grateful to people amp for consistently supporting s territorial integrity sovereignty amp Euro Atlantic integration Such support is especially important in these hard times Glad that we are working together to confront the security challenges in the region https t co vC9s0ykhSj",2022
"213","Productive talks with my friend are underway Discussed security challenges lifting obstacles in the transport sphere enhancing energy interaction Agreed on a further schedule of meetings ",2022
"214","We want to remind the great powers that there are no minor incursions and small nations Just as there are no minor casualties and little grief from the loss of loved ones I say this as the President of a great power ",2022
"215","Had a phone conversation with Exchanged information and views on the diplomatic efforts needed for stability in Europe Discussed preparations for the NATO Summit in June and s possible participation in it The open door policy remains unchanged ",2022
"216","Ended negotiations with I appreciate personal involvement in the de escalation of the situation around Grateful for s political amp security support Count on enhancing economic amp financial cooperation I m sure there will be no decision about without https t co MNGvHqBKE2",2022
"217","Met with Minister of Foreign Affairs of Canada Melanie Joly Talked about security challenges around Ukraine Exchanged views on stabilizing the situation Once again Canada reaffirmed its continued support for Ukraine s territorial integrity and independence https t co MhUrYxiTss",2022
"218","Had a fruitful conversation with Discussed the security situation around Ukraine Exchanged views on possible steps for de escalation Working together to achieve peace I appreciate the continued support of for s sovereignty and territorial integrity ",2022
"219","For the first time in 10 years the Ukrainian Sich 2 30 satellite built in Dnipro as part of the National Space Program was launched into space The device was delivered by a rocket We look forward to seeing the first photos taken by the new Ukrainian satellite https t co axoBfxeMLL",2022
"220","I talked on phone with I briefed him on security situation in Donbas We exchanged views on international efforts to de escalate We discussed a possibility of continuing UNIFIER mission agreed to seek fair compensation for families of PS752 victims together https t co VGbZtLbzuU",2022
"221","I congratulated on taking office of President of Switzerland We discussed security situation around Ukraine We exchanged views on the fight against COVID19 pandemic We agreed to continue cooperation in preparation for 5th Ukraine Reform Conference in Lugano ",2022
"222","Thank you for agreeing on a vote to stop Russia s NordStream 2 asks all its friends in the US Senate to vote for S 3436 Protecting Europe s Energy Security Implementation Act https t co rnnYfGDagr",2022
"223","The first international talk of the year with proves the special nature of our relations Joint actions of and partners in keeping peace in Europe preventing further escalation reforms deoligarchization were discussed We appreciate the unwavering support of ",2022
"224","Congratulations to on starting his EU presidency I wish success in advancing ambitious EU agenda overcoming challenges We look forward to support of European aspirations more deepening cooperation especially in security area EU2022FR",2022
